id_cliente,id_transaccion,fecha,tipo_producto,monto,moneda,tasa_interes,plazo_dias,canal,estado,sucursal,nombre,tipo_documento,numero_documento,ciudad,segmento,fecha_alta,activo,contacto_email,contacto_telefono,productos_str
1044,500085,2024-11-03,Credito,106544669.00,COP,11.200000,90,Cajero,Pendiente,Medellin,Alimentos La Cosecha,NIT,806768972-4,Cali,Empresarial,2019-11-26,true,,,Cuenta Corriente | CDT | Credito
1031,500043,2024-07-14,CDT,6926.23,USD,12.000000,180,App,Aprobada,Bogota,Laura Gonzalez,CC,678341010,Cali,Personal,2019-06-16,false,,3139507237,CDT
1008,500270,2024-10-12,CDT,21914655.00,COP,10.000000,365,App,Aprobada,Medellin,Lucia Fernandez,CC,450758146,Bogota,Premium,2022-08-07,true,,3269076238,Credito | Cuenta Ahorros
7777,500317,2024-02-06,CDT,3834293.00,COP,10.600000,360,Oficina,Aprobada,Cartagena,No identificado,,,,,,,,,""
1025,500053,2024-07-23,CDT,36100170.00,COP,11.960000,90,Oficina,Rechazada,Bogota,Felipe Cardenas,NIT,620931459,Bogota,Premium,2022-04-02,false,,,Cuenta Ahorros
1044,500306,2024-05-04,Credito,88284618.00,COP,13.100000,365,Web,Rechazada,Cartagena,Alimentos La Cosecha,NIT,806768972-4,Cali,Empresarial,2019-11-26,true,,,Cuenta Corriente | CDT | Credito
1044,500118,2024-11-21,Credito,67550.00,USD,8.200000,360,Cajero,Aprobada,Barranquilla,Alimentos La Cosecha,NIT,806768972-4,Cali,Empresarial,2019-11-26,true,,,Cuenta Corriente | CDT | Credito
1020,500308,2024-06-05,Credito,52004475.00,COP,13.700000,360,Oficina,Rechazada,Barranquilla,Ana Maria Rojas,NIT,876641426,Pereira,Premium,2021-12-14,false,ana.maria.rojas@empresa.com.co,3107217439,CDT
1032,500047,2024-07-14,Credito,76135224.00,COP,8.100000,180,App,Aprobada,Barranquilla,Sofia Ramirez,CC,134869286,Bogota,Personal,2023-06-01,true,,,""
1009,500108,2024-12-28,CDT,63694483.00,COP,11.100000,180,Cajero,Aprobada,Cali,Gabriela Nino,,,Barranquilla,Personal,2021-08-18,false,gabriela.nino@outlook.com,"",Cuenta Ahorros | CDT | Cuenta Corriente
9999,500288,2024-02-11,CDT,23691963.00,COP,10.090000,90,Oficina,Pendiente,Barranquilla,No identificado,,,,,,,,,""
1022,500330,2024-09-08,Credito,27691384.00,COP,11.600000,360,Web,Rechazada,Bucaramanga,Lucia Fernandez,CC,446669194,Medellin,,2022-08-18,true,lucia.fernandez@outlook.com,"",Credito | Cuenta Corriente
1020,500403,2024-06-11,CDT,48252396.00,COP,12.800000,360,Oficina,Rechazada,Medellin,Ana Maria Rojas,NIT,876641426,Pereira,Premium,2021-12-14,false,ana.maria.rojas@empresa.com.co,3107217439,CDT
1050,500016,2024-02-04,CDT,42557864.50,COP,9.400000,90,Cajero,Pendiente,Medellin,Inversiones El Roble Sas,NIT,843374700-0,Bogota,,2023-06-08,false,inversiones.el.roble.sas@hotmail.com,6087257455,""
1034,500134,2024-12-08,CDT,3934004.00,NULL,10.600000,365,App,Aprobada,Bogota,María José Álvarez,CC,446377174,Barranquilla,,2023-05-10,true,maria.jose.alvarez@gmail.com,3185319380,Cuenta Corriente
1005,500142,2024-06-15,CDT,31446430.00,COP,8.300000,360,Cajero,Pendiente,Barranquilla,Jorge Mendoza,NIT,151504661,Barranquilla,Premium,2022-08-09,false,,3187164926,Credito | Cuenta Ahorros
1027,500375,2024-07-28,Cuenta Ahorros,2839929.00,COP,,,Oficina,Rechazada,Bogota,Isabella Diaz,CC,1044350751,Barranquilla,Personal,2019-12-24,true,isabella.diaz@empresa.com.co,3136487687,CDT | Cuenta Ahorros | Credito
1050,500139,2024-06-01,CDT,13053654.00,COP,13.810000,360,Web,Aprobada,Cartagena,Inversiones El Roble Sas,NIT,843374700-0,Bogota,,2023-06-08,false,inversiones.el.roble.sas@hotmail.com,6087257455,""
1014,500246,2024-11-12,CDT,39794490.00,COP,11.060000,90,Web,Aprobada,Medellin,Santiago Vargas,NIT,291311700,Cali,Personal,2019-01-11,true,,,Credito | CDT | Cuenta Ahorros
1035,500408,2024-07-14,Credito,82562060.00,COP,12.300000,360,App,Pendiente,Bogota,Juan Perez,CC,103903237,Medellin,Premium,2021-12-28,true,juan.perez@gmail.com,"",Credito
1014,500017,2024-06-03,Credito,6456.51,USD,13.400000,180,Cajero,Pendiente,Barranquilla,Santiago Vargas,NIT,291311700,Cali,Personal,2019-01-11,true,,,Credito | CDT | Cuenta Ahorros
1028,500088,2024-07-11,CDT,75401823.00,COP,13.400000,365,Cajero,Pendiente,Medellin,Juan Perez,NIT,631851520,Pereira,Premium,2019-03-27,true,juan.perez@outlook.com,3106763370,Credito
1019,500229,2024-01-01,CDT,2414336.00,COP,13.000000,360,App,Aprobada,Bogota,Jorge Mendoza,NIT,572265678,Bogota,Personal,2021-03-12,false,jorge.mendoza@outlook.com,3155751377,Cuenta Corriente | Cuenta Ahorros
1049,500337,2024-04-28,CDT,58802311.00,COP,8.500000,360,Cajero,Pendiente,Cali,Tecnosoluciones Sas,NIT,804895887-9,Cali,Empresarial,2019-06-25,true,,,CDT
1048,500338,2024-05-12,CDT,44490033.00,COP,8.800000,180,App,Aprobada,Cartagena,Tecnosoluciones Sas,NIT,835108164-6,Bogota,Empresarial,2019-08-28,false,tecnosoluciones.sas@gmail.com,3255204815,CDT | Cuenta Ahorros
1012,500165,2024-09-18,Cuenta Ahorros,7496907.00,COP,,,Web,Aprobada,Bogota,Sofia Ramirez,NIT,835079380,Cucuta,Premium,2022-09-05,true,sofia.ramirez@empresa.com.co,3244932334,Cuenta Corriente | CDT
1040,500187,2024-05-14,Credito,54205787.00,COP,9.810000,180,App,Pendiente,Cali,Camila Ortiz,,,Cali,,2020-05-03,true,,3118233229,Credito | Cuenta Corriente | CDT
1048,500132,2024-11-08,CDT,78274138.00,COP,9.570000,180,Cajero,Pendiente,Barranquilla,Tecnosoluciones Sas,NIT,835108164-6,Bogota,Empresarial,2019-08-28,false,tecnosoluciones.sas@gmail.com,3255204815,CDT | Cuenta Ahorros
1007,500056,2024-05-07,CDT,5357374.25,COP,11.400000,180,Web,Pendiente,Bogota,Santiago Vargas,NIT,521686778,Manizales,Premium,2021-07-11,false,santiago.vargas@hotmail.com,"",""
1024,500068,2024-11-14,CDT,51132338.00,COP,10.300000,180,Cajero,Rechazada,Cali,Isabella Diaz,,,Medellin,Personal,2021-12-23,false,isabella.diaz@outlook.com,3275015557,Cuenta Ahorros | Cuenta Corriente | CDT
1026,500345,2024-04-15,CDT,44092232.00,COP,13.100000,90,Web,Aprobada,Medellin,Gabriela Nino,CC,309617176,Cucuta,Premium,2019-07-13,false,gabriela.nino@empresa.com.co,6022113244,CDT
1020,500168,2024-10-18,CDT,64596891.00,NULL,11.500000,90,App,Pendiente,Barranquilla,Ana Maria Rojas,NIT,876641426,Pereira,Premium,2021-12-14,false,ana.maria.rojas@empresa.com.co,3107217439,CDT
1019,500371,2024-03-11,Credito,45690358.00,NULL,8.900000,365,Cajero,Aprobada,Cali,Jorge Mendoza,NIT,572265678,Bogota,Personal,2021-03-12,false,jorge.mendoza@outlook.com,3155751377,Cuenta Corriente | Cuenta Ahorros
1045,500251,2024-10-16,CDT,61542966.00,COP,8.900000,90,Oficina,Aprobada,Bucaramanga,Tecnosoluciones Sas,NIT,895649166-7,Cali,Empresarial,2019-01-23,false,tecnosoluciones.sas@hotmail.com,"",Credito | Cuenta Ahorros
1009,500234,2024-12-07,CDT,7118262.00,COP,10.700000,360,Cajero,Pendiente,Barranquilla,Gabriela Nino,,,Barranquilla,Personal,2021-08-18,false,gabriela.nino@outlook.com,"",Cuenta Ahorros | CDT | Cuenta Corriente
8888,500247,2024-11-15,CDT,44646856.00,COP,13.900000,365,Web,Pendiente,Cali,No identificado,,,,,,,,,""
1003,500126,2025-12-21,CDT,46304145.00,COP,9.100000,360,App,Pendiente,Barranquilla,Ana Maria Rojas,CC,533496827,Barranquilla,Personal,2020-07-01,true,ana.maria.rojas@empresa.com.co,3290597940,Cuenta Ahorros | Cuenta Corriente
1042,500098,2024-02-09,Cuenta Ahorros,8017598.00,COP,,,Cajero,Aprobada,Bogota,Tecnosoluciones Sas,NIT,839022478-5,Bucaramanga,PYME,2019-03-13,false,tecnosoluciones.sas@outlook.com,6027136034,Cuenta Ahorros | Credito
1007,500059,2024-06-06,Credito,12260527.00,COP,10.300000,180,App,Pendiente,Cali,Santiago Vargas,NIT,521686778,Manizales,Premium,2021-07-11,false,santiago.vargas@hotmail.com,"",""
1036,500350,2024-12-03,Cuenta Corriente,8278349.00,COP,,,App,Pendiente,Bogota,Felipe Cardenas,NIT,382543348,Cali,Premium,2022-12-12,true,felipe.cardenas@hotmail.com,6062906603,CDT | Credito | Cuenta Ahorros
7777,500191,2024-11-27,Credito,25452045.00,COP,9.600000,180,App,Rechazada,Cartagena,No identificado,,,,,,,,,""
1035,500268,2024-09-20,Credito,98426847.00,COP,10.600000,360,Web,Aprobada,Medellin,Juan Perez,CC,103903237,Medellin,Premium,2021-12-28,true,juan.perez@gmail.com,"",Credito
1019,500124,2024-07-24,CDT,34275581.00,COP,11.800000,90,Oficina,Pendiente,Barranquilla,Jorge Mendoza,NIT,572265678,Bogota,Personal,2021-03-12,false,jorge.mendoza@outlook.com,3155751377,Cuenta Corriente | Cuenta Ahorros
1034,500377,2024-09-23,CDT,47128152.00,COP,9.270000,180,Cajero,Pendiente,Bogota,María José Álvarez,CC,446377174,Barranquilla,,2023-05-10,true,maria.jose.alvarez@gmail.com,3185319380,Cuenta Corriente
1006,500080,2024-02-02,Credito,13641.46,USD,11.500000,90,Oficina,Pendiente,Bogota,Santiago Vargas,CC,147468722,Bogota,Personal,2022-07-10,false,santiago.vargas@outlook.com,6077327764,CDT | Cuenta Corriente | Cuenta Ahorros
7777,500304,2024-07-13,CDT,62870813.00,NULL,12.000000,365,App,Pendiente,Medellin,No identificado,,,,,,,,,""
1007,500214,2024-02-13,CDT,15410701.00,COP,11.900000,365,App,Pendiente,Bogota,Santiago Vargas,NIT,521686778,Manizales,Premium,2021-07-11,false,santiago.vargas@hotmail.com,"",""
1022,500036,2023-09-17,CDT,35281348.00,COP,9.800000,180,Web,Pendiente,Bogota,Lucia Fernandez,CC,446669194,Medellin,,2022-08-18,true,lucia.fernandez@outlook.com,"",Credito | Cuenta Corriente
1045,500287,2024-04-08,CDT,28899191.00,COP,11.800000,360,Cajero,Pendiente,Cartagena,Tecnosoluciones Sas,NIT,895649166-7,Cali,Empresarial,2019-01-23,false,tecnosoluciones.sas@hotmail.com,"",Credito | Cuenta Ahorros
1049,500066,2024-08-06,CDT,48057065.00,COP,12.680000,365,Web,Pendiente,Cali,Tecnosoluciones Sas,NIT,804895887-9,Cali,Empresarial,2019-06-25,true,,,CDT
1026,500060,2024-10-25,Cuenta Ahorros,7784912.25,NULL,,,Oficina,Pendiente,Bucaramanga,Gabriela Nino,CC,309617176,Cucuta,Premium,2019-07-13,false,gabriela.nino@empresa.com.co,6022113244,CDT
1045,500020,2024-02-16,Cuenta Ahorros,3877402.00,COP,,,Cajero,Aprobada,Cali,Tecnosoluciones Sas,NIT,895649166-7,Cali,Empresarial,2019-01-23,false,tecnosoluciones.sas@hotmail.com,"",Credito | Cuenta Ahorros
1041,500292,2024-05-16,CDT,31198397.50,COP,13.800000,365,Oficina,Aprobada,Bogota,Textiles Del Caribe S.a.,NIT,880804498-2,Bogota,Empresarial,2021-04-18,true,textiles.del.caribe.s.a.@outlook.com,3293912594,Cuenta Corriente | CDT
1018,500298,2023-03-20,CDT,60339601.00,COP,13.400000,90,Web,Aprobada,Bucaramanga,Valentina Ruiz,CC,889034069,Barranquilla,Premium,2019-06-16,true,valentina.ruiz@outlook.com,3148717954,Cuenta Corriente | CDT | Cuenta Ahorros
1018,500114,2024-12-08,Credito,26641248.00,COP,13.900000,180,Cajero,Aprobada,Bogota,Valentina Ruiz,CC,889034069,Barranquilla,Premium,2019-06-16,true,valentina.ruiz@outlook.com,3148717954,Cuenta Corriente | CDT | Cuenta Ahorros
1030,500050,2024-12-26,CDT,72919520.00,COP,13.800000,180,Web,Aprobada,Bogota,Sofia Ramirez,NIT,530802345,Bogota,Premium,2022-12-11,false,sofia.ramirez@outlook.com,3238952955,Credito
1025,500242,2024-12-26,Credito,77374240.00,COP,13.700000,90,Oficina,Aprobada,Cartagena,Felipe Cardenas,NIT,620931459,Bogota,Premium,2022-04-02,false,,,Cuenta Ahorros
1006,500303,2024-09-22,CDT,31075165.00,COP,12.350000,365,Oficina,Pendiente,Cartagena,Santiago Vargas,CC,147468722,Bogota,Personal,2022-07-10,false,santiago.vargas@outlook.com,6077327764,CDT | Cuenta Corriente | Cuenta Ahorros
1030,500244,2024-11-19,CDT,40219102.00,COP,8.100000,180,Cajero,Pendiente,Cartagena,Sofia Ramirez,NIT,530802345,Bogota,Premium,2022-12-11,false,sofia.ramirez@outlook.com,3238952955,Credito
1007,500117,2024-10-23,Cuenta Ahorros,12659882.00,COP,,,Cajero,Pendiente,Bogota,Santiago Vargas,NIT,521686778,Manizales,Premium,2021-07-11,false,santiago.vargas@hotmail.com,"",""
1004,500219,2024-03-04,Credito,70182528.00,COP,13.300000,180,Web,Pendiente,Medellin,Isabella Diaz,CC,342601915,Medellin,Premium,2022-01-07,true,isabella.diaz@empresa.com.co,3138849654,Cuenta Ahorros
1034,500402,2024-05-18,Credito,104085461.90,COP,8.200000,180,Web,Pendiente,Barranquilla,María José Álvarez,CC,446377174,Barranquilla,,2023-05-10,true,maria.jose.alvarez@gmail.com,3185319380,Cuenta Corriente
1036,500070,2024-07-16,Cuenta Corriente,2371504.00,COP,,,Cajero,Pendiente,Cali,Felipe Cardenas,NIT,382543348,Cali,Premium,2022-12-12,true,felipe.cardenas@hotmail.com,6062906603,CDT | Credito | Cuenta Ahorros
1017,500279,2024-07-05,Credito,63582790.00,COP,8.000000,180,Oficina,Rechazada,Medellin,Carlos Gomez,NIT,372704373,Bogota,,2021-09-24,false,carlos.gomez@empresa.com.co,3168641959,""
1019,500369,2024-06-26,CDT,7136176.00,COP,9.100000,360,Web,Pendiente,Barranquilla,Jorge Mendoza,NIT,572265678,Bogota,Personal,2021-03-12,false,jorge.mendoza@outlook.com,3155751377,Cuenta Corriente | Cuenta Ahorros
1033,500203,2024-12-19,Credito,47607656.50,COP,10.530000,90,App,Pendiente,Cali,Ana Maria Rojas,CC,726938389,Bucaramanga,Premium,2021-08-06,true,,3107225042,Cuenta Corriente | Credito | Cuenta Ahorros
1049,500164,2025-09-01,CDT,47889353.00,COP,9.300000,90,Cajero,Rechazada,Bogota,Tecnosoluciones Sas,NIT,804895887-9,Cali,Empresarial,2019-06-25,true,,,CDT
1030,500135,2024-12-05,CDT,63275519.25,COP,12.800000,365,App,Aprobada,Bogota,Sofia Ramirez,NIT,530802345,Bogota,Premium,2022-12-11,false,sofia.ramirez@outlook.com,3238952955,Credito
1035,500342,2024-07-20,Credito,116327027.25,COP,13.700000,360,App,Pendiente,Barranquilla,Juan Perez,CC,103903237,Medellin,Premium,2021-12-28,true,juan.perez@gmail.com,"",Credito
1023,500275,2024-07-11,Credito,82431515.50,COP,13.900000,365,Cajero,Aprobada,Medellin,Gabriela Nino,NIT,200660305,Cucuta,Personal,2023-11-11,false,gabriela.nino@outlook.com,6035151432,CDT | Credito | Cuenta Corriente
1043,500332,2024-12-27,CDT,43470273.90,COP,9.910000,360,Cajero,Rechazada,Cali,Logistica Express Sa,NIT,864182544-0,Medellin,Empresarial,2019-12-28,true,logistica.express.sa@empresa.com.co,3128424100,Cuenta Ahorros | Credito | Cuenta Corriente
1009,500283,2024-04-10,CDT,67707308.00,COP,13.100000,365,Web,Aprobada,Medellin,Gabriela Nino,,,Barranquilla,Personal,2021-08-18,false,gabriela.nino@outlook.com,"",Cuenta Ahorros | CDT | Cuenta Corriente
1015,500170,2024-12-01,CDT,41797166.00,COP,10.800000,365,App,Pendiente,Barranquilla,Daniela Suarez,CC,81551884,Bogota,Personal,2019-07-23,false,,,Cuenta Ahorros
1048,500422,2024-05-12,CDT,44490033.00,COP,8.800000,180,App,Aprobada,Cartagena,Tecnosoluciones Sas,NIT,835108164-6,Bogota,Empresarial,2019-08-28,false,tecnosoluciones.sas@gmail.com,3255204815,CDT | Cuenta Ahorros
1016,500349,2025-08-21,Credito,8070241.00,COP,10.300000,365,Web,Aprobada,Cali,Nicolas Romero,CC,907703101,Bogota,Premium,2021-07-22,false,,,Credito | Cuenta Ahorros | CDT
7777,500237,2024-08-04,CDT,41106424.00,COP,9.760000,360,Cajero,Aprobada,Medellin,No identificado,,,,,,,,,""
1014,500001,2024-08-27,Credito,109345238.00,COP,13.400000,360,App,Pendiente,Cali,Santiago Vargas,NIT,291311700,Cali,Personal,2019-01-11,true,,,Credito | CDT | Cuenta Ahorros
1006,500401,2024-04-10,CDT,8864973.50,COP,13.400000,180,Cajero,Aprobada,Barranquilla,Santiago Vargas,CC,147468722,Bogota,Personal,2022-07-10,false,santiago.vargas@outlook.com,6077327764,CDT | Cuenta Corriente | Cuenta Ahorros
1001,500393,2024-09-25,Credito,4841651.00,COP,10.000000,90,App,Pendiente,Bogota,María José Álvarez,CC,183324205,Cali,Premium,2023-10-22,false,maria.jose.alvarez@hotmail.com,3255808277,Credito | CDT | Cuenta Ahorros
1004,500351,2024-02-07,CDT,35101509.90,COP,8.800000,180,App,Pendiente,Cali,Isabella Diaz,CC,342601915,Medellin,Premium,2022-01-07,true,isabella.diaz@empresa.com.co,3138849654,Cuenta Ahorros
1031,500339,2024-07-11,CDT,62101291.00,COP,8.140000,365,Cajero,Aprobada,Barranquilla,Laura Gonzalez,CC,678341010,Cali,Personal,2019-06-16,false,,3139507237,CDT
1004,500227,2024-07-22,Credito,44810615.50,COP,10.060000,90,Cajero,Pendiente,Barranquilla,Isabella Diaz,CC,342601915,Medellin,Premium,2022-01-07,true,isabella.diaz@empresa.com.co,3138849654,Cuenta Ahorros
1034,500399,2024-05-01,CDT,60924321.00,COP,10.300000,180,Cajero,Pendiente,Bucaramanga,María José Álvarez,CC,446377174,Barranquilla,,2023-05-10,true,maria.jose.alvarez@gmail.com,3185319380,Cuenta Corriente
1007,500055,2024-01-07,Credito,79114993.00,COP,9.000000,180,Oficina,Pendiente,Bogota,Santiago Vargas,NIT,521686778,Manizales,Premium,2021-07-11,false,santiago.vargas@hotmail.com,"",""
1035,500181,2024-06-14,CDT,76163487.00,COP,9.240000,360,Oficina,Rechazada,Medellin,Juan Perez,CC,103903237,Medellin,Premium,2021-12-28,true,juan.perez@gmail.com,"",Credito
